време	noun	предварително планирано време за някакво предаване или друго събитие.	продължителност, траене на всичко, което става, което се извършва в битието, измервано със секунди, минути, часове, дни, години и т.н.	narrower
време	noun	предварително планирано време за някакво предаване или друго събитие.	период от последователна смяна на минути, часове, дни и т.н.	narrower
време	noun	предварително планирано време за някакво предаване или друго събитие.	при състезание или тренировка: резултат или постижение по отношение продължителността на пробег, преплуване и т.н. с оглед на някакъв еталон.	none
време	noun	предварително планирано време за някакво предаване или друго събитие.	определен период, част от година, месец, денонощие и т.н.	narrower
време	noun	предварително планирано време за някакво предаване или друго събитие.	част, период от годината, който се характеризира с определени климатични условия — сезон.	narrower
време	noun	предварително планирано време за някакво предаване или друго събитие.	исторически момент, епоха, ера в живота на човечеството, на някой народ, държава, общество, обикновено известен (характерен) с нещо.	narrower
време	noun	предварително планирано време за някакво предаване или друго събитие.	удобен, подходящ или назрял момент, когато трябва да стане или да се извърши нещо.	narrower
време	noun	предварително планирано време за някакво предаване или друго събитие.	граматична категория, чрез която се определя положението на глаголното действие спрямо момента на говорене.	none
време	noun	предварително планирано време за някакво предаване или друго събитие.	всяка една от равните по трайност ритмични единици, които образуват такта и се означават с числителя на тактовия показател.	none
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	състояние на атмосферата в определен момент с оглед на температура, валежи, ветрове, облачност и т.н.	none
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	измерението, в което настъпват промени и което измерва продължителността на състоянията. съвременната физика разглежда времето като измерение на пространство-времето, като точното му направление е относително (зависи от инерционната отправна система).	narrower
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	продължителност, траене на всичко, което става, което се извършва в битието, измервано със секунди, минути, часове, дни, години и т.н.	exact
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	период от последователна смяна на минути, часове, дни и т.н.	broader
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	при състезание или тренировка: резултат или постижение по отношение продължителността на пробег, преплуване и т.н. с оглед на някакъв еталон.	broader
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	определен период, част от година, месец, денонощие и т.н.	broader
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	част, период от годината, който се характеризира с определени климатични условия — сезон.	broader
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	исторически момент, епоха, ера в живота на човечеството, на някой народ, държава, общество, обикновено известен (характерен) с нещо.	broader
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	удобен, подходящ или назрял момент, когато трябва да стане или да се извърши нещо.	broader
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	граматична категория, чрез която се определя положението на глаголното действие спрямо момента на говорене.	none
време	noun	продължителност, траене на това, което става, измервано в секунди, минути, часове и пр.	всяка една от равните по трайност ритмични единици, които образуват такта и се означават с числителя на тактовия показател.	none
имам	verb	с предл с. имам подръка, притежавам нещо.	притежавам, разполагам с нещо.	exact
имам	verb	с предл с. имам подръка, притежавам нещо.	нося някаква дреха.	none
имам	verb	с предл с. имам подръка, притежавам нещо.	притежавам качество, недосатък; някого, нещо.	exact
имам	verb	с предл с. имам подръка, притежавам нещо.	притежавам по природа.	broader
имам	verb	с предл с. имам подръка, притежавам нещо.	духовен глава, водач в исляма, а също така може да означава "пример за подражание".	none
имам	verb	налице е, съществува у мене, присъщо ми е (някакво качество, свойство, способност).	притежавам, разполагам с нещо.	narrower
имам	verb	налице е, съществува у мене, присъщо ми е (някакво качество, свойство, способност).	нося някаква дреха.	none
имам	verb	налице е, съществува у мене, присъщо ми е (някакво качество, свойство, способност).	притежавам качество, недосатък; някого, нещо.	narrower
имам	verb	налице е, съществува у мене, присъщо ми е (някакво качество, свойство, способност).	притежавам по природа.	narrower
имам	verb	налице е, съществува у мене, присъщо ми е (някакво качество, свойство, способност).	духовен глава, водач в исляма, а също така може да означава "пример за подражание".	none
имам	verb	мохамедански духовник.	притежавам, разполагам с нещо.	none
имам	verb	мохамедански духовник.	нося някаква дреха.	none
имам	verb	мохамедански духовник.	притежавам качество, недосатък; някого, нещо.	none
имам	verb	мохамедански духовник.	притежавам по природа.	none
имам	verb	мохамедански духовник.	духовен глава, водач в исляма, а също така може да означава "пример за подражание".	exact
закон	noun	общ закон, основа на действието на дадено устройство, механизъм, машина.	основно правило.	narrower
закон	noun	общ закон, основа на действието на дадено устройство, механизъм, машина.	нормативен акт с най-висок ранг.	none
закон	noun	повтарящо се, съществено и устойчиво отношение, връзка между явленията в действителността.	основно правило.	none
закон	noun	повтарящо се, съществено и устойчиво отношение, връзка между явленията в действителността.	нормативен акт с най-висок ранг.	none
закон	noun	сборник, който съдържа нормативни актове, постановления, наредби, които уреждат обществено-правовите отношения в държавата и между гражданите.	основно правило.	none
закон	noun	сборник, който съдържа нормативни актове, постановления, наредби, които уреждат обществено-правовите отношения в държавата и между гражданите.	нормативен акт с най-висок ранг.	related
закон	noun	mъдра мисъл, основен принцип или правило на поведение, изразени в най-кратка форма.	основно правило.	narrower
закон	noun	mъдра мисъл, основен принцип или правило на поведение, изразени в най-кратка форма.	нормативен акт с най-висок ранг.	none
народен	adjective	който е тясно свързан с народа по своите качества, свойства, интереси или чрез дейност, прояви и др.	Свързан с народа.	none
народен	adjective	който се отнася до дадена нация или принадлежи към отделна нация или държава.	Свързан с народа.	none
днес	adverb	в настоящото време, около момента на говорене.	На този ден, В деня между вчера и утре.	none
днес	adverb	през тоя ден, през деня, в който говорим.	На този ден, В деня между вчера и утре.	none
ден	noun	период, определен за извършване на нещо.	времето от развиделяване до залязване.	none
ден	noun	период, определен за извършване на нещо.	денонощие.	none
ден	noun	период, определен за извършване на нещо.	календарна дата.	none
ден	noun	период от 24 часа (от полунощ до полунощ), през който земята прави едно пълно завъртане около своята ос.	времето от развиделяване до залязване.	broader
ден	noun	период от 24 часа (от полунощ до полунощ), през който земята прави едно пълно завъртане около своята ос.	денонощие.	exact
ден	noun	период от 24 часа (от полунощ до полунощ), през който земята прави едно пълно завъртане около своята ос.	календарна дата.	broader
ден	noun	определено време по часове, през което се извършва някаква дейност или което е предназначено за нещо.	времето от развиделяване до залязване.	none
ден	noun	определено време по часове, през което се извършва някаква дейност или което е предназначено за нещо.	денонощие.	none
ден	noun	определено време по часове, през което се извършва някаква дейност или което е предназначено за нещо.	календарна дата.	none
ден	noun	дата, свързана с някакво събитие или празник.	времето от развиделяване до залязване.	none
ден	noun	дата, свързана с някакво събитие или празник.	денонощие.	none
ден	noun	дата, свързана с някакво събитие или празник.	календарна дата.	related
ден	noun	времето от изгрев до залез слънце, от сутрин до вечер.	времето от развиделяване до залязване.	exact
ден	noun	времето от изгрев до залез слънце, от сутрин до вечер.	денонощие.	narrower
ден	noun	времето от изгрев до залез слънце, от сутрин до вечер.	календарна дата.	narrower
ден	noun	период от време изобщо, който се отличава с характерни черти, със свои особености.	времето от развиделяване до залязване.	broader
ден	noun	период от време изобщо, който се отличава с характерни черти, със свои особености.	денонощие.	broader
ден	noun	период от време изобщо, който се отличава с характерни черти, със свои особености.	календарна дата.	broader
град	noun	голямо гъсто населено място, обикновено административен, търговски, промишлен и културен център.	Голямо селище.	none
град	noun	ледени зърна, които се образуват в атмосферата и падат като валеж.	Голямо селище.	none
цена	noun	качество, свойство, във връзка с което нещо се възприема като желано, полезно, важно и т.н.	Парична стойност на стоката.	none
цена	noun	важност, значение, стойност.	Парична стойност на стоката.	none
цена	noun	това, което струва дадена вещ, за колко може да се продаде или купи тя.	Парична стойност на стоката.	none
цена	noun	това, което човек трябва да загуби или да изтърпи, да понесе, за да получи, да спечели нещо.	Парична стойност на стоката.	none
цена	noun	паричен израз, сумата, за която нещо (стока, услуга и под.) се продава, купува.	Парична стойност на стоката.	none
край	noun	край, част, с която завършва нещо.	предел, място, където нещо свършва.	broader
край	noun	край, част, с която завършва нещо.	последен момент или период от протичане на нещо.	broader
край	noun	край, част, с която завършва нещо.	предел, свършек.	exact
край	noun	край, част, с която завършва нещо.	изход, развръзка.	exact
край	noun	край, част, с която завършва нещо.	смърт.	none
край	noun	край, част, с която завършва нещо.	времето, където нещо свършва.	broader
край	noun	край, част, с която завършва нещо.	мястото, където нещо свършва.	broader
край	noun	край, част, с която завършва нещо.	някаква част от земята.	none
край	noun	завършък, заключение, край.	предел, място, където нещо свършва.	broader
край	noun	завършък, заключение, край.	последен момент или период от протичане на нещо.	broader
край	noun	завършък, заключение, край.	предел, свършек.	exact
край	noun	завършък, заключение, край.	изход, развръзка.	exact
край	noun	завършък, заключение, край.	смърт.	none
край	noun	завършък, заключение, край.	времето, където нещо свършва.	broader
край	noun	завършък, заключение, край.	мястото, където нещо свършва.	broader
край	noun	завършък, заключение, край.	някаква част от земята.	none
край	noun	границата, ограничението, където свършва едно нещо.	предел, място, където нещо свършва.	exact
край	noun	границата, ограничението, където свършва едно нещо.	последен момент или период от протичане на нещо.	none
край	noun	границата, ограничението, където свършва едно нещо.	предел, свършек.	narrower
край	noun	границата, ограничението, където свършва едно нещо.	изход, развръзка.	none
край	noun	границата, ограничението, където свършва едно нещо.	смърт.	none
край	noun	границата, ограничението, където свършва едно нещо.	времето, където нещо свършва.	none
край	noun	границата, ограничението, където свършва едно нещо.	мястото, където нещо свършва.	exact
край	noun	границата, ограничението, където свършва едно нещо.	някаква част от земята.	none
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	предел, място, където нещо свършва.	narrower
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	последен момент или период от протичане на нещо.	none
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	предел, свършек.	narrower
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	изход, развръзка.	none
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	смърт.	none
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	времето, където нещо свършва.	none
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	мястото, където нещо свършва.	narrower
край	noun	единият от двата еднакви завършека на нещо, което има дължина.	някаква част от земята.	none
край	noun	област, местност, място.	предел, място, където нещо свършва.	none
край	noun	област, местност, място.	последен момент или период от протичане на нещо.	none
край	noun	област, местност, място.	предел, свършек.	none
край	noun	област, местност, място.	изход, развръзка.	none
край	noun	област, местност, място.	смърт.	none
край	noun	област, местност, място.	времето, където нещо свършва.	none
край	noun	област, местност, място.	мястото, където нещо свършва.	none
край	noun	област, местност, място.	някаква част от земята.	exact
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	предел, място, където нещо свършва.	exact
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	последен момент или период от протичане на нещо.	none
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	предел, свършек.	narrower
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	изход, развръзка.	none
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	смърт.	none
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	времето, където нещо свършва.	none
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	мястото, където нещо свършва.	exact
край	noun	мястото, границата, където завършва нещо (селище, местност, област и под.)	някаква част от земята.	none
край	noun	време, когато свършва нещо.	предел, място, където нещо свършва.	exact
край	noun	време, когато свършва нещо.	последен момент или период от протичане на нещо.	none
край	noun	време, когато свършва нещо.	предел, свършек.	narrower
край	noun	време, когато свършва нещо.	изход, развръзка.	none
край	noun	време, когато свършва нещо.	смърт.	none
край	noun	време, когато свършва нещо.	времето, където нещо свършва.	exact
край	noun	време, когато свършва нещо.	мястото, където нещо свършва.	none
край	noun	време, когато свършва нещо.	някаква част от земята.	none
ръководител	noun	човек, който ръководи, управлява нещо или някого.	Този, който ръководи, управлява нещо или някого.	none
ръководител	noun	длъжност на ръководител, началник на учреждение, отдел, агенция, производствено предприятие или училище, библиотека, театър.	Този, който ръководи, управлява нещо или някого.	none
ръководител	noun	главен ръководител на обществена служба, търговско или промишлено предприятие и др.	Този, който ръководи, управлява нещо или някого.	none
ръководител	noun	ръководител на оркестър или хор.	Този, който ръководи, управлява нещо или някого.	none
ръководител	noun	лице, което заема ръководна служба.	Този, който ръководи, управлява нещо или някого.	none
декември	noun	дванайсетият месец от годината.	Название на дванадесетия месец в годината според Григорианския календар.	none
документ	noun	писмен текст, обикновено официално съставен, чрез който се удостоверява някакъв факт или право на нещо.	подписан и подпечатан официален писмен акт като доказателство за нещо.	exact
документ	noun	писмен текст, обикновено официално съставен, чрез който се удостоверява някакъв факт или право на нещо.	писмен текст, който има значението на официално разпореждане, програма и др. и има историческа стойност.	broader
документ	noun	писмен текст, обикновено официално съставен, чрез който се удостоверява някакъв факт или право на нещо.	писмен и снимков материал с голяма историческа стойност.	broader
документ	noun	писмен документ, с който се удостоверява, доказва нещо.	подписан и подпечатан официален писмен акт като доказателство за нещо.	exact
документ	noun	писмен документ, с който се удостоверява, доказва нещо.	писмен текст, който има значението на официално разпореждане, програма и др. и има историческа стойност.	broader
документ	noun	писмен документ, с който се удостоверява, доказва нещо.	писмен и снимков материал с голяма историческа стойност.	broader
януари	noun	първият месец от годината.	Название на първия месец в годината.	none
последен	adjective	за мода, стил, модел и под. - който е най-нов.	който е в завършека на определен брой елементи.	narrower
последен	adjective	за мода, стил, модел и под. - който е най-нов.	накрая по ред, стоящ най-отзад, окончателен.	narrower
последен	adjective	за мода, стил, модел и под. - който е най-нов.	накрая по време, най-нов, най-скорошен.	narrower
последен	adjective	за мода, стил, модел и под. - който е най-нов.	накрая по значение.	none
последен	adjective	за мода, стил, модел и под. - който е най-нов.	споменат в края на казаното дотук, т.е. току-що споменат; същият.	none
последен	adjective	който се случва накрая.	който е в завършека на определен брой елементи.	broader
последен	adjective	който се случва накрая.	накрая по ред, стоящ най-отзад, окончателен.	broader
последен	adjective	който се случва накрая.	накрая по време, най-нов, най-скорошен.	broader
последен	adjective	който се случва накрая.	накрая по значение.	none
последен	adjective	който се случва накрая.	споменат в края на казаното дотук, т.е. току-що споменат; същият.	none
последен	adjective	който е най-отзад, най-накрая, след който няма друг.	който е в завършека на определен брой елементи.	narrower
последен	adjective	който е най-отзад, най-накрая, след който няма друг.	накрая по ред, стоящ най-отзад, окончателен.	exact
последен	adjective	който е най-отзад, най-накрая, след който няма друг.	накрая по време, най-нов, най-скорошен.	narrower
последен	adjective	който е най-отзад, най-накрая, след който няма друг.	накрая по значение.	narrower
последен	adjective	който е най-отзад, най-накрая, след който няма друг.	споменат в края на казаното дотук, т.е. току-що споменат; същият.	none
последен	adjective	след който няма друг по място или време, с който нещо се изчерпва, свършва.	който е в завършека на определен брой елементи.	narrower
последен	adjective	след който няма друг по място или време, с който нещо се изчерпва, свършва.	накрая по ред, стоящ най-отзад, окончателен.	exact
последен	adjective	след който няма друг по място или време, с който нещо се изчерпва, свършва.	накрая по време, най-нов, най-скорошен.	narrower
последен	adjective	след който няма друг по място или време, с който нещо се изчерпва, свършва.	накрая по значение.	narrower
последен	adjective	след който няма друг по място или време, с който нещо се изчерпва, свършва.	споменат в края на казаното дотук, т.е. току-що споменат; същият.	none
книга	noun	печатно произведение като физически обект, което съдържа определен брой страници.	сбор от хартиени странници подвързани и оформени като едно цяло.	exact
книга	noun	печатно произведение като физически обект, което съдържа определен брой страници.	литературно или научно произведение отпечатано върху хартиени листи.	related
книга	noun	книжно тяло, в което е поместено голямо по обем художествено произведение (в проза), което описва живота в най-разнообразните му прояви и дава подробна характеристика на главните герои.	сбор от хартиени странници подвързани и оформени като едно цяло.	narrower
книга	noun	книжно тяло, в което е поместено голямо по обем художествено произведение (в проза), което описва живота в най-разнообразните му прояви и дава подробна характеристика на главните герои.	литературно или научно произведение отпечатано върху хартиени листи.	narrower
книга	noun	художествено или научно произведение, което е публикувано.	сбор от хартиени странници подвързани и оформени като едно цяло.	related
книга	noun	художествено или научно произведение, което е публикувано.	литературно или научно произведение отпечатано върху хартиени листи.	exact
око	noun	орган на зрението, който при човека и някои животни се състои от кълбо (очна ябълка), свързано чрез специиален нерв с главния мозък.	Орган за възприемане на светлина.	none
депутат	noun	член на народното събрание в българия.	Народен представител.	none
депутат	noun	лице, избрано да представя част от населението в някакъв висш орган.	Народен представител.	none
кола	noun	просто превозно средство с колела, водено от животно и  използвано главно за товар.	превозно средство с колела ,  задвижвано  с жива сила (кон, магаре, вол).	exact
кола	noun	просто превозно средство с колела, водено от животно и  използвано главно за товар.	превозно средство с колела, задвижвано от двигател с вътрешно горене.	related
кола	noun	просто превозно средство с колела, водено от животно и  използвано главно за товар.	лек автомобил.	related
кола	noun	просто превозно средство с колела, водено от животно и  използвано главно за товар.	количество измервано в това, което събира колата.	related
кола	noun	превозно средство, състоящо се от две или четири колела, открита дървена каросерия и задвижвано от животински впряг, която се използва главно за товар.	превозно средство с колела ,  задвижвано  с жива сила (кон, магаре, вол).	exact
кола	noun	превозно средство, състоящо се от две или четири колела, открита дървена каросерия и задвижвано от животински впряг, която се използва главно за товар.	превозно средство с колела, задвижвано от двигател с вътрешно горене.	related
кола	noun	превозно средство, състоящо се от две или четири колела, открита дървена каросерия и задвижвано от животински впряг, която се използва главно за товар.	лек автомобил.	related
кола	noun	превозно средство, състоящо се от две или четири колела, открита дървена каросерия и задвижвано от животински впряг, която се използва главно за товар.	количество измервано в това, което събира колата.	related
кола	noun	вид тонизиращо безалкохолно питие.	превозно средство с колела ,  задвижвано  с жива сила (кон, магаре, вол).	none
кола	noun	вид тонизиращо безалкохолно питие.	превозно средство с колела, задвижвано от двигател с вътрешно горене.	none
кола	noun	вид тонизиращо безалкохолно питие.	лек автомобил.	none
кола	noun	вид тонизиращо безалкохолно питие.	количество измервано в това, което събира колата.	none
кола	noun	вечнозелено дърво, разпространено в африка, чиито семена се наричат орехи кола и съдържат голямо количество кофеин и белтъчини (https://bg.wikipedia.org/wiki/%d0%9a%d0%be%d0%bb%d0%b0_(%d1%80%d0%b0%d1%81%d1%82%d0%b5%d0%bd%d0%b8%d0%b5)).	превозно средство с колела ,  задвижвано  с жива сила (кон, магаре, вол).	none
кола	noun	вечнозелено дърво, разпространено в африка, чиито семена се наричат орехи кола и съдържат голямо количество кофеин и белтъчини (https://bg.wikipedia.org/wiki/%d0%9a%d0%be%d0%bb%d0%b0_(%d1%80%d0%b0%d1%81%d1%82%d0%b5%d0%bd%d0%b8%d0%b5)).	превозно средство с колела, задвижвано от двигател с вътрешно горене.	none
кола	noun	вечнозелено дърво, разпространено в африка, чиито семена се наричат орехи кола и съдържат голямо количество кофеин и белтъчини (https://bg.wikipedia.org/wiki/%d0%9a%d0%be%d0%bb%d0%b0_(%d1%80%d0%b0%d1%81%d1%82%d0%b5%d0%bd%d0%b8%d0%b5)).	лек автомобил.	none
кола	noun	вечнозелено дърво, разпространено в африка, чиито семена се наричат орехи кола и съдържат голямо количество кофеин и белтъчини (https://bg.wikipedia.org/wiki/%d0%9a%d0%be%d0%bb%d0%b0_(%d1%80%d0%b0%d1%81%d1%82%d0%b5%d0%bd%d0%b8%d0%b5)).	количество измервано в това, което събира колата.	none
кола	noun	кола със собствен двигател за превоз на хора и товари по безрелсов път.	превозно средство с колела ,  задвижвано  с жива сила (кон, магаре, вол).	related
кола	noun	кола със собствен двигател за превоз на хора и товари по безрелсов път.	превозно средство с колела, задвижвано от двигател с вътрешно горене.	exact
кола	noun	кола със собствен двигател за превоз на хора и товари по безрелсов път.	лек автомобил.	related
кола	noun	кола със собствен двигател за превоз на хора и товари по безрелсов път.	количество измервано в това, което събира колата.	related
век	noun	безкрайно дълго време.	сто години, столетие.	broader
век	noun	безкрайно дълго време.	дълъг промеждутък от време.	exact
век	noun	дълъг период от време със свои характерни черти, особености.	сто години, столетие.	broader
век	noun	дълъг период от време със свои характерни черти, особености.	дълъг промеждутък от време.	narrower
работя	verb	заемам, изпълнявам някаква служба, длъжност.	извършвам дейност (срещу заплащане), трудя се, ходя на работа.	narrower
работя	verb	заемам, изпълнявам някаква служба, длъжност.	служа на определена длъжност или правя определен предмет.	narrower
работя	verb	заемам, изпълнявам някаква служба, длъжност.	изработвам някого, мамя го.	none
работя	verb	полагам труд, върша работа.	извършвам дейност (срещу заплащане), трудя се, ходя на работа.	broader
работя	verb	полагам труд, върша работа.	служа на определена длъжност или правя определен предмет.	broader
работя	verb	полагам труд, върша работа.	изработвам някого, мамя го.	none
работя	verb	използвам нещо като средство за работа, служа си, боравя с нещо.	извършвам дейност (срещу заплащане), трудя се, ходя на работа.	none
работя	verb	използвам нещо като средство за работа, служа си, боравя с нещо.	служа на определена длъжност или правя определен предмет.	none
работя	verb	използвам нещо като средство за работа, служа си, боравя с нещо.	изработвам някого, мамя го.	none
работя	verb	за предприятие, учреждение и под. - намирам се в действие, изпълнявам функциите, предназначението си.	извършвам дейност (срещу заплащане), трудя се, ходя на работа.	none
работя	verb	за предприятие, учреждение и под. - намирам се в действие, изпълнявам функциите, предназначението си.	служа на определена длъжност или правя определен предмет.	none
